source,target,weight,Class,source-title,target-title,source-publisher, target-publisher,source-time,target-time,from-pub-uri,to-pub-uri,source-url, target-url
Spanish254,Spanish117,0.241,Information-Not-Propagated,Firma de moda infantil española alerta del cambio climático en sus diseños,El foco y sus márgenes: sesgos y omisiones en el tratamiento mediático de la economía política del medio ambiente,Merca2.0 Magazine,Rebelion.org,2016-10-20T08:44:00Z,2018-12-06T06:14:00Z,merca20.com,,http://www.merca20.com/firma-moda-infantil-espanola-alerta-del-cambio-climatico-en-sus-disenos/,
Spanish255,Spanish159,0.319,Information-Not-Propagated,Miren este juego adictivo de Trump vs. la ciencia,Cuestiona Trump nuevamente el Cambio Climático,PCMag Latinoamérica,Radio Rebelde,2016-10-12T15:42:00Z,2017-12-29T20:52:00Z,latam.pcmag.com,radiorebelde.cu,http://latam.pcmag.com/gaming/1630/news/miren-este-juego-adictivo-de-trump-vs-la-ciencia,http://www.radiorebelde.cu/noticia/cuestiona-trump-nuevamente-cambio-climatico-20171229/
Spanish256,Spanish213,0.645,Unsure,Declaración final de la Conferencia Tratados de libre comercio- tratados coloniales contra los pueblos,La antiglobalización: del subcomandante Marcos a Trump,Comité pour l annulation de la dette du tiers-monde (CADTM),Comité pour l annulation de la dette du tiers-monde (CADTM),2016-10-12T13:35:00Z,2017-01-31T13:52:00Z,cadtm.org,,http://www.cadtm.org/Declaracion-final-de-la,
Spanish257,Spanish252,0.478,Unsure,¿Por qué Tsipras enterró la suspensión de pago y la auditoría de la deuda mucho antes de las elecciones de 2015?,Grecia : Un país en venta,Comité pour l annulation de la dette du tiers-monde (CADTM),Comité pour l annulation de la dette du tiers-monde (CADTM),2016-10-05T13:24:00Z,2016-10-23T13:08:00Z,,,,
Spanish258,Spanish175,0.385,Information-Not-Propagated,DiCaprio responde a Donald Trump sobre el cambio climático en...,Los dolores de cabeza de Donald Trump en 14 tuits,europa press,Clarin,2016-10-04T15:16:00Z,2017-11-08T16:18:00Z,europapress.es,clarin.com,http://www.europapress.es/cultura/cine-00128/noticia-dicaprio-responde-donald-trump-cambio-climatico-presencia-obama-20161004170907.html,https://www.clarin.com/mundo/dolores-cabeza-donald-trump-14-tuits_0_B1vv8sg1f.html
Spanish259,Spanish158,0.335,Information-Not-Propagated,"Elecciones EE.UU. | Trump reconoce haberse beneficiado de las ""injustas"" leyes fiscales estadounidenses - RTVE.es",Los peores tuits de Donald Trump en 2017,RTVE,eldiario.es,2016-10-04T01:38:00Z,2017-12-30T06:27:00Z,,eldiario.es,,http://www.eldiario.es/internacional/peores-tuits-Donald-Trump_0_723378293.html
Spanish26,Spanish25,0.981,Information-Propagated,Ocean Collection Global Warming- la moda denuncia el estado de los,Ocean Collection Global Warming- la moda denuncia el estado de los océanos,Informe21.com,eldiario.es,2019-12-03T18:47:00Z,2019-12-03T21:05:00Z,informe21.com,eldiario.es,https://informe21.com/arte-y-espectaculos/ocean-collection-global-warming-la-moda-denuncia-el-estado-de-los-oceanos,https://www.eldiario.es/sociedad/Ocean-Collection-Global-Warming-denuncia_0_970103967.html
Spanish260,Spanish208,0.495,Unsure,¿Resistencia o Alternativas?,América Latina y la restauración conservadora neoliberal,Comité pour l annulation de la dette du tiers-monde (CADTM),Comité pour l annulation de la dette du tiers-monde (CADTM),2016-10-03T19:55:00Z,2017-03-17T23:25:00Z,cadtm.org,,http://www.cadtm.org/Resistencia-o-Alternativas,
Spanish261,Spanish219,0.405,Unsure,Los hechos detrás del primer debate presidencial en Estados Unidos,Cuando Donald Trump negó la ciencia y abrazó la conspiración,Politi Fact,Hipertextual,2016-09-28T19:15:00Z,2017-01-20T16:41:00Z,politifact.com,hipertextual.com,http://www.politifact.com/truth-o-meter/article/2016/sep/27/los-hechos-detras-del-primer-debate-presidencial-e/,https://hipertextual.com/2017/01/trump-negacionista-ciencia-conspiracion
Spanish262,Spanish158,0.462,Unsure,Todo lo que necesitas saber sobre el primer debate entre Clinton y Trump,Los peores tuits de Donald Trump en 2017,LPPMX,eldiario.es,2016-09-27T16:58:00Z,2017-12-30T06:27:00Z,laprimeraplana.com.mx,eldiario.es,http://laprimeraplana.com.mx/todo-lo-que-necesitas-saber-sobre-el-primer-debate-entre-clinton-y-trump/,http://www.eldiario.es/internacional/peores-tuits-Donald-Trump_0_723378293.html
Spanish263,Spanish262,0.857,Information-Propagated,Hillary Clinton al ganar primer debate presidencial se perfila como futura presidente de EU,Todo lo que necesitas saber sobre el primer debate entre Clinton y Trump,RD Noticias,LPPMX,2016-09-27T16:04:00Z,2016-09-27T16:58:00Z,rdnoticias.com,laprimeraplana.com.mx,http://rdnoticias.com/hillary-clinton-al-ganar-primer-debate-presidencial-se-perfila-como-futura-presidente-de-eu/,http://laprimeraplana.com.mx/todo-lo-que-necesitas-saber-sobre-el-primer-debate-entre-clinton-y-trump/
Spanish264,Spanish262,0.289,Information-Not-Propagated,Clinton y Trump rompen récord en Twitter con el primer debate presidencial,Todo lo que necesitas saber sobre el primer debate entre Clinton y Trump,Expansión,LPPMX,2016-09-27T15:40:00Z,2016-09-27T16:58:00Z,expansion.mx,laprimeraplana.com.mx,http://expansion.mx/tecnologia/2016/09/27/clinton-y-trump-rompen-record-en-twitter-con-el-primer-debate-presidencial,http://laprimeraplana.com.mx/todo-lo-que-necesitas-saber-sobre-el-primer-debate-entre-clinton-y-trump/
Spanish265,Spanish262,0.396,Information-Not-Propagated,Las mentiras de Donald Trump en el primer debate presidencial,Todo lo que necesitas saber sobre el primer debate entre Clinton y Trump,publimetro,LPPMX,2016-09-27T15:19:00Z,2016-09-27T16:58:00Z,publimetro.cl,laprimeraplana.com.mx,http://www.publimetro.cl/nota/mundo/las-mentiras-de-donald-trump-en-el-primer-debate-presidencial/oEppiA!4qDj2MYDiNUMYhKMhO5KXQ/,http://laprimeraplana.com.mx/todo-lo-que-necesitas-saber-sobre-el-primer-debate-entre-clinton-y-trump/
Spanish266,Spanish265,1,Information-Propagated,Las mentiras de Donald Trump en el primer debate presidencial,Las mentiras de Donald Trump en el primer debate presidencial,publimetro,publimetro,2016-09-27T15:14:00Z,2016-09-27T15:19:00Z,publimetro.co,publimetro.cl,http://www.publimetro.co/mundo/las-mentiras-de-donald-trump-en-el-primer-debate-presidencial/JFdpiA!4qDj2MYDiNUMYhKMhO5KXQ/,http://www.publimetro.cl/nota/mundo/las-mentiras-de-donald-trump-en-el-primer-debate-presidencial/oEppiA!4qDj2MYDiNUMYhKMhO5KXQ/
Spanish267,Spanish262,0.396,Information-Not-Propagated,Las mentiras de Trump y Clinton en el primer gran debate,Todo lo que necesitas saber sobre el primer debate entre Clinton y Trump,Diario La Prensa,LPPMX,2016-09-27T14:17:00Z,2016-09-27T16:58:00Z,laprensa.hn,laprimeraplana.com.mx,http://www.laprensa.hn/mundo/1003591-410/las-mentiras-de-trump-y-clinton-en-el-primer-gran-debate,http://laprimeraplana.com.mx/todo-lo-que-necesitas-saber-sobre-el-primer-debate-entre-clinton-y-trump/
Spanish268,Spanish263,0.972,Information-Propagated,6 claves del debate entre Hillary Clinton y Donald Trump,Hillary Clinton al ganar primer debate presidencial se perfila como futura presidente de EU,Expansión,RD Noticias,2016-09-27T13:45:00Z,2016-09-27T16:04:00Z,expansion.mx,rdnoticias.com,http://expansion.mx/mundo/2016/09/27/6-claves-del-debate-entre-hillary-clinton-y-donald-trump,http://rdnoticias.com/hillary-clinton-al-ganar-primer-debate-presidencial-se-perfila-como-futura-presidente-de-eu/
Spanish269,Spanish262,0.383,Information-Not-Propagated,Cinco millones de mensajes: así fue el impacto del debate en Twitter,Todo lo que necesitas saber sobre el primer debate entre Clinton y Trump,El Periódico,LPPMX,2016-09-27T10:30:00Z,2016-09-27T16:58:00Z,elperiodico.com,laprimeraplana.com.mx,http://www.elperiodico.com/es/noticias/internacional/mas-seis-millones-tuits-sobre-debate-5417799,http://laprimeraplana.com.mx/todo-lo-que-necesitas-saber-sobre-el-primer-debate-entre-clinton-y-trump/
Spanish27,Spanish25,0.988,Information-Propagated,Ocean Collection Global Warming- la moda denuncia el estado de los océanos,Ocean Collection Global Warming- la moda denuncia el estado de los océanos,Diario Libre,eldiario.es,2019-12-03T18:27:00Z,2019-12-03T21:05:00Z,diariolibre.com,eldiario.es,https://www.diariolibre.com/actualidad/internacional/ocean-collection-global-warming-la-moda-denuncia-el-estado-de-los-oceanos-NE15661972,https://www.eldiario.es/sociedad/Ocean-Collection-Global-Warming-denuncia_0_970103967.html
Spanish270,Spanish262,0.5,Unsure,Elecciones en EE.UU. | Debate presidencial | Los mejores momentos del primer debate Trump-Clinton: pasado- correos y machismo - RTVE.es,Todo lo que necesitas saber sobre el primer debate entre Clinton y Trump,RTVE,LPPMX,2016-09-27T06:32:00Z,2016-09-27T16:58:00Z,rtve.es,laprimeraplana.com.mx,http://www.rtve.es/noticias/20160927/mejores-momentos-del-primer-debate-trump-clinton-pasado-correos-machismo/1414166.shtml,http://laprimeraplana.com.mx/todo-lo-que-necesitas-saber-sobre-el-primer-debate-entre-clinton-y-trump/
Spanish271,Spanish268,0.559,Unsure,Las críticas y reproches entre candidatos- protagonistas del primer debate Clinton-Trump,6 claves del debate entre Hillary Clinton y Donald Trump,El HuffPost,Expansión,2016-09-27T04:01:00Z,2016-09-27T13:45:00Z,huffingtonpost.es,expansion.mx,http://www.huffingtonpost.es/2016/09/26/debate-clinton-trump_n_12205528.html,http://expansion.mx/mundo/2016/09/27/6-claves-del-debate-entre-hillary-clinton-y-donald-trump
Spanish272,Spanish246,0.373,Information-Not-Propagated,Stephen Hawking y otros 374 científicos dicen 'no' a Donald Trump ,El cambio climático en la era de Trump: Qué pasará ahora con la lucha contra el calentamiento global,LA TERCERA,Xataka,2016-09-21T21:09:00Z,2016-11-09T11:43:00Z,latercera.com,xataka.com,http://www.latercera.com/noticia/tendencias/2016/09/659-697495-9-stephen-hawking-y-otros-374-cientificos-dicen-no-a-donald-trump.shtml,http://www.xataka.com/ecologia-y-naturaleza/el-cambio-climatico-en-la-era-de-trump-que-pasara-ahora-con-la-lucha-contra-el-calentamiento-global
Spanish273,Spanish256,0.6,Unsure,Enfrentando los crímenes impunes de las empresas transnacionales,Declaración final de la Conferencia Tratados de libre comercio- tratados coloniales contra los pueblos,Comité pour l annulation de la dette du tiers-monde (CADTM),Comité pour l annulation de la dette du tiers-monde (CADTM),2016-09-16T08:39:00Z,2016-10-12T13:35:00Z,cadtm.org,cadtm.org,http://www.cadtm.org/Enfrentando-los-crimenes-impunes,http://www.cadtm.org/Declaracion-final-de-la
Spanish274,Spanish262,0.369,Information-Not-Propagated,Los políticos negacionistas del cambio climático,Todo lo que necesitas saber sobre el primer debate entre Clinton y Trump,Hipertextual,LPPMX,2016-09-14T15:28:00Z,2016-09-27T16:58:00Z,hipertextual.com,laprimeraplana.com.mx,https://hipertextual.com/2016/09/cambio-climatico-politicos-negacionistas,http://laprimeraplana.com.mx/todo-lo-que-necesitas-saber-sobre-el-primer-debate-entre-clinton-y-trump/
Spanish275,Spanish212,0.48,Unsure,"David Harvey: ""El Neoliberalismo es un Proyecto Político""",El desmoronamiento de los microcréditos como fracaso de otro gran dogma neoliberal,Comité pour l annulation de la dette du tiers-monde (CADTM),Comité pour l annulation de la dette du tiers-monde (CADTM),2016-09-08T09:35:00Z,2017-02-15T08:33:00Z,cadtm.org,cadtm.org,http://www.cadtm.org/David-Harvey-El-Neoliberalismo-es,http://www.cadtm.org/El-desmoronamiento-de-los
Spanish276,English300,0.227,Information-Not-Propagated,COMUNICADO: Forest & Photonics Workshop Attracts World's Leading...,Renewable energy just set a new record for electricity generation in Britain,europa press,The Independent,2016-09-07T10:36:00Z,2017-06-30T10:49:00Z,europapress.es,independent.co.uk,http://www.europapress.es/comunicados/internacional-00907/noticia-comunicado-forest-photonics-workshop-attracts-worlds-leading-photonics-and-bio-economy-experts-in-finland-keynote-by-nasa-20160907123244.html,http://www.independent.co.uk/environment/renewable-energy-new-record-uk-electricity-generation-power-green-global-warming-environment-a7816361.html
Spanish277,Spanish207,0.44,Unsure,¡El CADTM participó del FSM en la tierra de los cuadrados rojos!,Manifiesto-Acusación- Juicio popular Castor - CADTM.org,Comité pour l annulation de la dette du tiers-monde (CADTM),Comité pour l annulation de la dette du tiers-monde (CADTM),2016-09-05T02:37:00Z,2017-05-15T11:34:00Z,cadtm.org,cadtm.org,http://www.cadtm.org/El-CADTM-participo-del-FSM-en-la,http://www.cadtm.org/Manifiesto-Acusacion-Juicio
Spanish278,Spanish108,0.354,Information-Not-Propagated,Dos negacionistas pierden una apuesta entre caballeros al asegurar que el cambio climático es una milonga,Cómo puedes ayudar tú a revertir el calentamiento global,Economiahoy.mx,Rebelion.org,2016-08-02T10:45:00Z,2019-01-25T06:06:00Z,economiahoy.mx,rebelion.org,http://www.economiahoy.mx/internacional-eAm-mexico/noticias/7742498/08/16/Dos-negacionistas-pierden-una-apuesta-entre-caballeros-al-asegurar-que-el-cambio-climatico-es-una-milonga.html,http://www.rebelion.org/noticia.php?id=251731
Spanish279,Spanish278,0.988,Information-Propagated,Dos negacionistas pierden una apuesta al asegurar que el cambio climático es una milonga,Dos negacionistas pierden una apuesta entre caballeros al asegurar que el cambio climático es una milonga,elEconomista.es,Economiahoy.mx,2016-08-02T10:29:00Z,2016-08-02T10:45:00Z,eleconomista.es,economiahoy.mx,http://www.eleconomista.es/economia/noticias/7742449/08/16/Dos-negacionistas-pierden-una-apuesta-al-asegurar-que-el-cambio-climatico-es-una-milonga.html,http://www.economiahoy.mx/internacional-eAm-mexico/noticias/7742498/08/16/Dos-negacionistas-pierden-una-apuesta-entre-caballeros-al-asegurar-que-el-cambio-climatico-es-una-milonga.html
Spanish28,Spanish26,0.367,Information-Not-Propagated,Ocean Collection Global Warming- la moda denuncia el estado de los océanos,Ocean Collection Global Warming- la moda denuncia el estado de los,Agencia EFE,Informe21.com,2019-12-03T17:55:00Z,2019-12-03T18:47:00Z,efe.com,informe21.com,https://www.efe.com/efe/america/mexico/ocean-collection-global-warming-la-moda-denuncia-el-estado-de-los-oceanos/50000545-4124860,https://informe21.com/arte-y-espectaculos/ocean-collection-global-warming-la-moda-denuncia-el-estado-de-los-oceanos
Spanish280,Spanish158,0.261,Information-Not-Propagated,Demi Lovato volvió a Twitter y expresó su frustración,Los peores tuits de Donald Trump en 2017,Diario El Comercio (Perú),eldiario.es,2016-06-25T16:02:00Z,2017-12-30T06:27:00Z,elcomercio.pe,eldiario.es,http://elcomercio.pe/tvmas/hollywood/demi-lovato-volvio-twitter-y-expreso-su-frustracion-noticia-1912112,http://www.eldiario.es/internacional/peores-tuits-Donald-Trump_0_723378293.html
Spanish281,Spanish158,0.297,Information-Not-Propagated,Anuncian los contenidos de Mafia III Collector's Edition - La Radio del domingo,Los peores tuits de Donald Trump en 2017,laradiodeldomingo.com,eldiario.es,2016-06-02T04:29:00Z,2017-12-30T06:27:00Z,laradiodeldomingo.com,eldiario.es,http://laradiodeldomingo.com/2016/06/02/anuncian-los-contenidos-de-mafia-iii-collectors-edition/,http://www.eldiario.es/internacional/peores-tuits-Donald-Trump_0_723378293.html
Spanish282,Spanish19,0.278,Information-Not-Propagated,Madrid- escenario del nuevo videoclip de Pitbull y Shakira,Diez canciones para salvar el planeta,Antena 3,La opinion de Murcia,2016-05-28T04:34:00Z,2019-12-10T03:47:00Z,antena3.com,laopiniondemurcia.es,http://www.antena3.com/noticias/cultura/madrid-escenario-nuevo-videoclip-pitbull-shakira_2012080857491f134beb288880658a42.html,https://www.laopiniondemurcia.es/cultura-sociedad/2019/12/10/planeta/1074764.html
Spanish283,Spanish271,0.241,Information-Not-Propagated,Un paseo por los planetas,Las críticas y reproches entre candidatos- protagonistas del primer debate Clinton-Trump,Vívelohoy,El HuffPost,2016-05-24T20:44:00Z,2016-09-27T04:01:00Z,vivelohoy.com,huffingtonpost.es,http://www.vivelohoy.com/noticias/8628892/un-paseo-por-los-planetas,http://www.huffingtonpost.es/2016/09/26/debate-clinton-trump_n_12205528.html
Spanish284,Spanish21,0.328,Information-Not-Propagated,Organizaciones ecologistas: El carbón no tiene cabida en un modelo energético sostenible,La lucha contra el cambio climático transformará el sector inmobiliario,elmercuriodigital.net,El Confidencial,2016-04-27T14:56:00Z,2019-12-08T04:06:00Z,elmercuriodigital.net,blogs.elconfidencial.com,http://www.elmercuriodigital.net/2016/04/organizaciones-ecologistas-el-carbon-no.html,https://blogs.elconfidencial.com/espana/tribuna/2019-12-08/lucha-cambio-climatico-transformara-sector-inmobiliario_2368307/
Spanish285,Spanish108,0.368,Information-Not-Propagated,Es el cambio climático- estúpido,Cómo puedes ayudar tú a revertir el calentamiento global,El HuffPost,Rebelion.org,2016-04-22T07:28:00Z,2019-01-25T06:06:00Z,huffingtonpost.es,rebelion.org,http://www.huffingtonpost.es/2016/04/22/efectos-cambio-climatico_n_9749594.html,http://www.rebelion.org/noticia.php?id=251731
Spanish286,Spanish263,0.359,Information-Not-Propagated,Donald Trump: ¿Pero quién es este hombre?,Hillary Clinton al ganar primer debate presidencial se perfila como futura presidente de EU,IDEAL,RD Noticias,2016-02-26T15:44:00Z,2016-09-27T16:04:00Z,ideal.es,rdnoticias.com,http://www.ideal.es/internacional/eeuu/201602/26/donald-trump-20160226110420.html,http://rdnoticias.com/hillary-clinton-al-ganar-primer-debate-presidencial-se-perfila-como-futura-presidente-de-eu/
Spanish287,Spanish140,0.222,Information-Not-Propagated,¿Podrían ser las recientes tormentas de nieve consecuencia del calentamiento global?,Temperaturas extremas azotan a Estados Unidos,Dos Mundos Newspaper,Noticias Ya,2016-02-19T15:36:00Z,2018-07-24T15:38:00Z,dosmundos.com,noticiasya.com,http://dosmundos.com/webpress/2016/02/19/podrian-ser-las-recientes-tormentas-de-nieve-consecuencia-del-calentamiento-global/,https://noticiasya.com/2018/07/24/temperaturas-extremas-azotan-a-estados-unidos/
Spanish288,Spanish108,0.342,Information-Not-Propagated,El futuro del agua y del clima,Cómo puedes ayudar tú a revertir el calentamiento global,El País,Rebelion.org,2016-01-23T23:22:00Z,2019-01-25T06:06:00Z,economia.elpais.com,rebelion.org,http://economia.elpais.com/economia/2016/01/22/actualidad/1453455376_730526.html,http://www.rebelion.org/noticia.php?id=251731
Spanish289,Spanish201,0.266,Information-Not-Propagated,Oficial: El 2015 es el año más caluroso de la historia [Videos],El peligro ártico y la extinción humana,Perú21.pe,El Mostrador,2016-01-20T17:41:00Z,2017-06-25T14:26:00Z,peru21.pe,elmostrador.cl,http://peru21.pe/mundo/oficial-2015-ano-mas-caluroso-historia-videos-2237044,http://www.elmostrador.cl/noticias/mundo/2017/06/25/el-peligro-artico-y-la-extincion-humana/
Spanish29,Spanish21,0.208,Information-Not-Propagated,El calamar gigante- potencial beneficiario del calentamiento global,La lucha contra el cambio climático transformará el sector inmobiliario,El Diario Vasco,El Confidencial,2019-12-03T08:07:00Z,2019-12-08T04:06:00Z,diariovasco.com,blogs.elconfidencial.com,https://www.diariovasco.com/sociedad/calamar-gigante-potencial-20191203063719-nt.html,https://blogs.elconfidencial.com/espana/tribuna/2019-12-08/lucha-cambio-climatico-transformara-sector-inmobiliario_2368307/
Spanish290,Spanish275,0.349,Information-Not-Propagated,Los refugiados climáticos no tienen dónde buscar asilo,"David Harvey: ""El Neoliberalismo es un Proyecto Político""",El País,Comité pour l annulation de la dette du tiers-monde (CADTM),2015-12-15T10:01:00Z,2016-09-08T09:35:00Z,internacional.elpais.com,cadtm.org,http://internacional.elpais.com/internacional/2015/12/14/actualidad/1450123647_559457.html,http://www.cadtm.org/David-Harvey-El-Neoliberalismo-es
Spanish291,Spanish246,0.317,Information-Not-Propagated,Warn risks of geoingeniería in battle to global warming,El cambio climático en la era de Trump: Qué pasará ahora con la lucha contra el calentamiento global,APIA,Xataka,2015-11-05T16:42:00Z,2016-11-09T11:43:00Z,apia-virtual.com,xataka.com,http://apia-virtual.com/2015/11/05/advierten-riesgos-de-geoingenieria-en-combate-al-calentamiento-global/,http://www.xataka.com/ecologia-y-naturaleza/el-cambio-climatico-en-la-era-de-trump-que-pasara-ahora-con-la-lucha-contra-el-calentamiento-global
Spanish292,Spanish271,0.419,Unsure,Tachenko- John Grant y Fabián,Las críticas y reproches entre candidatos- protagonistas del primer debate Clinton-Trump,El País,El HuffPost,2015-10-27T22:27:00Z,2016-09-27T04:01:00Z,cultura.elpais.com,huffingtonpost.es,http://cultura.elpais.com/cultura/2015/10/26/actualidad/1445879168_140697.html,http://www.huffingtonpost.es/2016/09/26/debate-clinton-trump_n_12205528.html
Spanish293,Spanish110,0.379,Information-Not-Propagated,Cambio de clima: inundaciones y sequías,El foco y sus márgenes: sesgos y omisiones en el tratamiento mediático de la economía política del medio ambiente,misionesonline.net,Rebelion.org,2015-10-22T21:59:00Z,2018-12-18T06:07:00Z,misionesonline.net,,http://misionesonline.net/2015/10/22/cambio-de-clima-inundaciones-y-sequias/,
Spanish294,Spanish292,0.345,Information-Not-Propagated,John Grant / Grey Tickles- Black Pressure,Tachenko- John Grant y Fabián,Jenesaispop,El País,2015-10-14T19:40:00Z,2015-10-27T22:27:00Z,jenesaispop.com,cultura.elpais.com,http://jenesaispop.com/2015/10/14/240068/john-grant-grey-tickles-black-pressure/,http://cultura.elpais.com/cultura/2015/10/26/actualidad/1445879168_140697.html
Spanish295,Spanish158,0.392,Information-Not-Propagated,Johnny Depp- invitado de lujo en el nuevo disco de Aerosmith,Los peores tuits de Donald Trump en 2017,Lanza Diario de la Mancha,eldiario.es,2015-09-22T08:24:00Z,2017-12-30T06:27:00Z,lanzadigital.com,eldiario.es,http://www.lanzadigital.com/news/show/musica/johnny-depp-invitado-de-lujo-en-el-nuevo-disco-de-aerosmith/39023,http://www.eldiario.es/internacional/peores-tuits-Donald-Trump_0_723378293.html
Spanish296,Spanish275,0.276,Information-Not-Propagated,Ha nacido una estrella: Vortex Bladeless,"David Harvey: ""El Neoliberalismo es un Proyecto Político""",Cinco Días,Comité pour l annulation de la dette du tiers-monde (CADTM),2015-05-23T01:24:00Z,2016-09-08T09:35:00Z,blogs.cincodias.com,cadtm.org,http://blogs.cincodias.com/innovacion-abierta/2015/05/ha-nacido-una-estrella-vortex-bladeless.html,http://www.cadtm.org/David-Harvey-El-Neoliberalismo-es
Spanish297,Spanish295,1,Information-Propagated,Johnny Depp- invitado de lujo en el nuevo disco de Aerosmith,Johnny Depp- invitado de lujo en el nuevo disco de Aerosmith,Lanza Diario de la Mancha,Lanza Diario de la Mancha,2015-04-11T23:22:00Z,2015-09-22T08:24:00Z,lanzadigital.com,lanzadigital.com,http://www.lanzadigital.com/index.php/news/show/tu-musica/johnny-depp-invitado-de-lujo-en-el-nuevo-disco-de-aerosmith/39023,http://www.lanzadigital.com/news/show/musica/johnny-depp-invitado-de-lujo-en-el-nuevo-disco-de-aerosmith/39023
Spanish298,Spanish219,0.354,Information-Not-Propagated,Guerra a la ciencia,Cuando Donald Trump negó la ciencia y abrazó la conspiración,CRE Satelital,Hipertextual,2015-02-11T13:10:00Z,2017-01-20T16:41:00Z,cre.com.ec,hipertextual.com,http://www.cre.com.ec/noticia/89725/guerra-a-la-ciencia/,https://hipertextual.com/2017/01/trump-negacionista-ciencia-conspiracion
Spanish3,Spanish1,0.312,Information-Not-Propagated,Movilidad - Baleares estrena sus dos primeros taxis eléctricos - Energías Renovables- el periodismo de las energías limpias.,Las empresas se imponen el desafío de ser sustentables en medio de la pandemia,Energías Renovables,BAE Negocios,2020-03-06T10:45:00Z,2020-04-20T22:05:00Z,energias-renovables.com,baenegocios.com,https://www.energias-renovables.com/movilidad-1/baleares-estrena-sus-dos-primeros-taxis-electricos-20200306/,https://www.baenegocios.com/empresasymanagement/Las-empresas-se-imponen-el-desafio-de-ser-sustentables-en-medio-de-la-pandemia-20200420-0071.html
Spanish30,Spanish29,0.613,Unsure,El calamar gigante al que no le viene bien la Cumbre del Clima en Madrid,El calamar gigante- potencial beneficiario del calentamiento global,El Confidencial,El Diario Vasco,2019-12-02T12:59:00Z,2019-12-03T08:07:00Z,elconfidencial.com,diariovasco.com,https://www.elconfidencial.com/tecnologia/ciencia/2019-12-02/calamar-gigante-cambio-climatico-favorece_2361040/,https://www.diariovasco.com/sociedad/calamar-gigante-potencial-20191203063719-nt.html
Spanish31,Spanish29,0.916,Information-Propagated,El calamar gigante se podría beneficiar de la crisis climática,El calamar gigante- potencial beneficiario del calentamiento global,ECOticias.com,El Diario Vasco,2019-12-02T09:03:00Z,2019-12-03T08:07:00Z,ecoticias.com,diariovasco.com,https://www.ecoticias.com/naturaleza/198022/calamar-gigante-beneficiar-crisis-climatica,https://www.diariovasco.com/sociedad/calamar-gigante-potencial-20191203063719-nt.html
Spanish32,Spanish29,1,Information-Propagated,El calamar gigante se beneficia del calentamiento global,El calamar gigante- potencial beneficiario del calentamiento global,Diario de Ibiza,El Diario Vasco,2019-12-01T17:27:00Z,2019-12-03T08:07:00Z,diariodeibiza.es,diariovasco.com,https://www.diariodeibiza.es/cambio-climatico/2019/12/01/calamar-gigante-beneficia-calentamiento-global/1107864.html,https://www.diariovasco.com/sociedad/calamar-gigante-potencial-20191203063719-nt.html
Spanish33,Spanish32,1,Information-Propagated,El calamar gigante se beneficia del calentamiento global,El calamar gigante se beneficia del calentamiento global,La Opinion A Coruña - laopinioncoruna.es,Diario de Ibiza,2019-12-01T16:54:00Z,2019-12-01T17:27:00Z,laopinioncoruna.es,diariodeibiza.es,https://www.laopinioncoruna.es/cambio-climatico/2019/12/01/calamar-gigante-beneficia-calentamiento-global/1456955.html,https://www.diariodeibiza.es/cambio-climatico/2019/12/01/calamar-gigante-beneficia-calentamiento-global/1107864.html
Spanish34,Spanish29,1,Information-Propagated,El calamar gigante se beneficia del calentamiento global,El calamar gigante- potencial beneficiario del calentamiento global,La Opinión de Málaga,El Diario Vasco,2019-12-01T16:52:00Z,2019-12-03T08:07:00Z,laopiniondemalaga.es,diariovasco.com,https://www.laopiniondemalaga.es/cambio-climatico/2019/12/01/calamar-gigante-beneficia-calentamiento-global/1130289.html,https://www.diariovasco.com/sociedad/calamar-gigante-potencial-20191203063719-nt.html
Spanish35,Spanish34,1,Information-Propagated,El calamar gigante se beneficia del calentamiento global,El calamar gigante se beneficia del calentamiento global,Levante,La Opinión de Málaga,2019-12-01T16:51:00Z,2019-12-01T16:52:00Z,levante-emv.com,laopiniondemalaga.es,https://www.levante-emv.com/cambio-climatico/2019/12/01/calamar-gigante-beneficia-calentamiento-global/1951170.html,https://www.laopiniondemalaga.es/cambio-climatico/2019/12/01/calamar-gigante-beneficia-calentamiento-global/1130289.html
Spanish36,Spanish29,1,Information-Propagated,El calamar gigante se beneficia del calentamiento global,El calamar gigante- potencial beneficiario del calentamiento global,La opinion de Murcia,El Diario Vasco,2019-12-01T16:47:00Z,2019-12-03T08:07:00Z,laopiniondemurcia.es,diariovasco.com,https://www.laopiniondemurcia.es/cambio-climatico/2019/12/01/calamar-gigante-beneficia-calentamiento-global/1072685.html,https://www.diariovasco.com/sociedad/calamar-gigante-potencial-20191203063719-nt.html
Spanish37,Spanish29,1,Information-Propagated,El calamar gigante se beneficia del calentamiento global,El calamar gigante- potencial beneficiario del calentamiento global,La Opinión de Zamora,El Diario Vasco,2019-12-01T16:39:00Z,2019-12-03T08:07:00Z,laopiniondezamora.es,diariovasco.com,https://www.laopiniondezamora.es/cambio-climatico/2019/12/01/calamar-gigante-beneficia-calentamiento-global/1207677.html,https://www.diariovasco.com/sociedad/calamar-gigante-potencial-20191203063719-nt.html
